id,status,urgency,category,category_ar,client_username,client_name,client_phone,worker_username,worker_name,worker_phone,address,latitude,longitude,commission,created_at,accepted_at,completed_at,cancelled_at
8900,CANCELLED,HIGH,سباكه,سباكه,user1257,Youssef Fouad,01027982209,user3351,Amr Rashid,01025974664,46 Rd,28.178001,28.529569,77.11,2025-07-20 10:10:24,2025-07-20 22:55:12,,2025-07-20 10:28:51
8901,PROCESSING,NORMAL,حدائق,حدائق,user400,Mahmoud Naguib,01018625158,user1086,Nour Fahmy,01099833906,8 Rd,28.426617,34.336638,63.25,2025-05-29 01:34:39,2025-05-29 01:55:56,,
8902,COMPLETED,NORMAL,كمبيوتر,كمبيوتر,user472,Sherine Rashid,01025087236,user3371,Sherif Ali,01082275179,115 St,24.671156,32.709742,99.43,2024-10-26 11:28:47,2024-10-26 21:01:16,2024-10-26 21:46:00,
8903,COMPLETED,HIGH,حدائق,حدائق,user4606,Fatima Tawfik,01087869116,user4152,Maha Naguib,01094383577,140 Rd,25.257426,27.74852,143.46,2025-03-02 05:34:19,2025-03-02 08:49:42,2025-03-02 19:25:19,
8904,COMPLETED,HIGH,صيانه منزليه,صيانه منزليه,user3932,Ibrahim Khaled,01090750760,user2387,Sameh Ali,01065678029,,30.719004,31.140974,122.27,2025-12-18 03:45:05,2025-12-18 09:02:14,2025-12-18 09:08:44,
8905,PENDING,NORMAL,نقل عفش,نقل عفش,user1196,Sara Hamdy,01084547316,user4689,Sherine Naguib,01067769234,97 Rd,29.507673,30.342192,108.01,2025-05-30 08:05:25,,,
8906,COMPLETED,HIGH,كهربا,كهربا,user4467,Ramy Adel,01022830918,user2371,Nadia Nabil,01094060492,153 Rd,30.862609,25.418522,145.14,2026-04-07 02:47:33,,,
8907,CANCELLED,NORMAL,نجاره,نجاره,user4417,Heba Khaled,01092546596,user1701,Ghada Naguib,01017052675,4 Rd,29.449731,26.114594,29.93,2024-11-14 13:23:42,2024-11-14 17:05:49,,2024-11-14 19:33:28
8908,CANCELLED,NORMAL,كمبيوتر,كمبيوتر,user2848,Nermeen Gamal,01094218004,user3896,Tarek Ali,01053248576,48 Ave,25.883295,33.474553,16.8,2025-01-17 20:44:28,2025-01-18 01:43:01,,2025-01-18 00:59:42
8909,COMPLETED,NORMAL,كمبيوتر,كمبيوتر,user2731,Rania Omar,01066157110,user4354,Hussein Hussein,01088198258,,27.964204,30.795319,98.54,2025-08-29 11:43:53,2025-08-30 05:10:51,2025-08-30 16:35:27,
8910,CANCELLED,HIGH,تكييف,تكييف,user4241,Maged Fouad,01085846504,user201,Hussein Youssef,01052496800,,25.340855,27.317691,84.26,2026-03-10 17:53:52,2026-03-11 08:28:04,,2026-03-10 21:04:20
8911,COMPLETED,HIGH,حدائق,حدائق,user287,Nour Rashid,01092073508,user2831,Yasmin Ali,01066718559,98 St,24.44688,30.826268,128.56,2024-11-23 03:46:37,2024-11-23 06:11:34,2024-11-24 05:57:15,
8912,COMPLETED,NORMAL,تكييف,تكييف,user1452,Ashraf Adel,01094764758,user1043,Tarek Samy,01079821206,187 Rd,27.066752,31.841519,131.2,2026-02-10 04:48:10,2026-02-10 04:54:18,2026-02-10 05:10:44,
8913,CANCELLED,NORMAL,نجاره,نجاره,user2092,Laila Nabil,01085477483,user1635,Heba Mostafa,01019476055,,28.60832,32.932748,16.99,2025-02-06 16:40:29,2025-02-06 21:49:44,,2025-02-06 20:52:07
8914,CANCELLED,NORMAL,سباكه,سباكه,user2538,Laila Ali,01028781578,user2300,Tarek Rashid,01098038377,7 St,31.474912,26.335339,44.0,2025-05-07 14:13:08,2025-05-08 01:41:40,,2025-05-07 15:34:14
8915,PROCESSING,NORMAL,تكييف,تكييف,user433,Reem Naguib,01016437523,user738,Mahmoud Omar,01079322944,187 St,27.947459,25.561463,24.26,2025-04-22 00:20:43,2025-04-22 04:41:13,,
8916,COMPLETED,HIGH,دهان,دهان,user1248,Maha Shaker,01092021157,user1974,Maged Hamdy,01020197356,5 Rd,24.931817,25.659063,144.9,2025-01-31 06:24:15,2025-01-31 13:45:13,2025-01-31 16:04:06,
8917,COMPLETED,NORMAL,نظافه,نظافه,user2674,Sameh Hassan,01085265952,user3524,Nadia Fouad,01031601146,22 Rd,28.446278,32.352376,103.87,2024-12-11 15:57:20,,,
8918,PROCESSING,NORMAL,كمبيوتر,كمبيوتر,user2818,Hassan Hassan,01055556058,user3329,Rania Khaled,,,27.839838,29.011704,110.41,2026-02-14 14:42:36,2026-02-15 00:07:56,,
8919,COMPLETED,NORMAL,نظافه,نظافه,user4374,Youssef Youssef,01068088962,user2530,Dina Hassan,01078464673,99 Ave,27.439401,27.689358,72.12,2024-10-26 11:39:22,2024-10-26 13:11:53,2024-10-26 15:07:49,
8920,CANCELLED,URGENT,دهان,دهان,user3287,Ali Gamal,01028458345,user2969,Nadia Ali,01056678322,154 Rd,30.382903,26.503539,48.57,2025-06-28 23:20:13,2025-06-29 09:11:53,,2025-06-28 23:59:01
8921,COMPLETED,HIGH,نجاره,نجاره,user836,Aya Mostafa,01057364760,user2372,Waleed Rashid,01057854288,158 Rd,26.604162,28.539037,69.73,2025-01-15 15:14:35,,,
8922,COMPLETED,URGENT,نقل عفش,نقل عفش,user766,Ali Ibrahim,01091041439,user320,Nour Hamdy,01025445960,88 Rd,24.077209,32.268387,81.57,2026-02-17 07:43:14,2026-02-17 09:37:16,2026-02-18 03:50:42,
8923,PROCESSING,URGENT,تكييف,تكييف,user1739,Mohamed Hussein,01022232724,user4032,Mostafa Omar,01043800407,20 Ave,24.028765,27.072603,104.56,2025-06-24 16:44:01,2025-06-25 04:38:23,,
8924,COMPLETED,HIGH,كهربا,كهربا,user505,Rania Shaker,01087421674,user1211,Sherine Youssef,01065459350,,30.045646,28.774055,22.4,2025-08-17 05:50:40,,,
8925,CANCELLED,NORMAL,دهان,دهان,user4677,Ashraf Hussein,01073968946,user3004,Maha Gamal,01042808354,59 St,31.301308,33.45114,77.86,2025-03-23 17:13:26,2025-03-23 19:53:39,,2025-03-24 00:38:57
8926,COMPLETED,NORMAL,نظافه,نظافه,user4,Ali Shaker,01092369566,user3073,Waleed Fouad,01074096708,,25.184672,26.02677,38.41,2024-11-05 04:59:32,2024-11-05 05:59:28,2024-11-05 08:55:37,
8927,PENDING,NORMAL,كمبيوتر,كمبيوتر,user3613,Sherif Rashid,01011347669,user3994,Waleed Samy,01014083919,197 St,29.502096,27.156323,42.54,2026-05-14 20:00:17,2026-05-15 09:04:17,,
8928,CANCELLED,NORMAL,كهربا,كهربا,user3729,Karim Tawfik,01095061720,user4897,Amany Nabil,01058393142,70 Ave,29.772599,31.390105,48.63,2025-06-23 00:36:16,2025-06-23 11:46:26,,2025-06-23 02:18:23
8929,COMPLETED,NORMAL,تكييف,تكييف,user2037,Tarek Gamal,01065572363,user1806,Tarek Said,01068366716,20 Ave,24.753764,29.866357,104.23,2025-06-29 22:22:05,2025-06-29 22:52:10,2025-06-30 03:53:21,
8930,COMPLETED,NORMAL,صيانه منزليه,صيانه منزليه,user1098,Ahmed Fahmy,01086084622,user4646,Maged Adel,01060378022,159 Rd,29.442584,26.614869,149.47,2026-02-15 09:06:13,2026-02-15 10:40:38,2026-02-15 21:45:11,
8931,COMPLETED,HIGH,كمبيوتر,كمبيوتر,user3547,Nermeen Gamal,01095683609,user1990,Amr Fouad,01034418079,22 Rd,25.616955,28.910905,134.39,2025-12-08 09:19:33,2025-12-08 18:36:24,2025-12-09 12:14:29,
8932,COMPLETED,HIGH,كمبيوتر,كمبيوتر,user1969,Khaled Tawfik,01032502892,user3653,Sherif Khaled,01053703517,,25.585097,27.759364,29.24,2025-04-16 06:58:14,2025-04-16 15:47:46,2025-04-17 14:24:26,
8933,CANCELLED,HIGH,كمبيوتر,كمبيوتر,user930,Marwa Samy,01048242277,user3073,Waleed Fouad,01074096708,,31.014808,31.351544,80.35,2025-11-07 08:52:23,2025-11-07 09:08:16,,2025-11-07 15:37:02
8934,COMPLETED,URGENT,تكييف,تكييف,user4631,Mahmoud Hussein,01079079475,user4637,Ramy Ibrahim,01040035242,,28.40225,35.516454,38.07,2025-04-25 05:02:33,2025-04-25 06:17:02,2025-04-25 12:03:55,
8935,COMPLETED,NORMAL,نجاره,نجاره,user932,Hassan Mostafa,01062935392,user2679,Mona Naguib,01033619033,,24.137109,33.141002,100.54,2025-05-26 05:30:17,2025-05-26 06:06:59,2025-05-27 17:14:07,
8936,COMPLETED,NORMAL,نظافه,نظافه,user1983,Ahmed Adel,01061330934,user2974,Ashraf Hussein,01031408211,172 Ave,27.104404,26.63127,94.34,2024-12-03 13:25:44,2024-12-03 14:12:30,2024-12-04 02:22:13,
8937,PENDING,URGENT,نقل عفش,نقل عفش,user3240,Heba Ali,01082339770,user616,Nadia Shaker,01046755323,104 St,29.103708,33.905324,18.3,2024-10-11 05:31:26,2024-10-11 06:34:29,,
8938,COMPLETED,NORMAL,نظافه,نظافه,user4371,Ayman Said,01013763817,user1109,Laila Mostafa,01091697955,166 Ave,30.170462,30.278312,136.92,2025-03-01 10:58:49,2025-03-01 14:24:24,2025-03-02 00:24:35,
8939,CANCELLED,NORMAL,سباكه,سباكه,user265,Fatima Rashid,01085102924,user2790,Dina Hamdy,01039145284,185 Ave,26.387722,29.614661,34.4,2024-12-29 17:58:08,2024-12-29 23:12:44,,2024-12-29 20:18:54
8940,PENDING,URGENT,حدائق,حدائق,user4408,Ismail Rashid,01048829636,user1153,Sherif Fahmy,01032222880,169 Rd,24.341997,27.830038,142.82,2025-07-12 18:32:14,,,
8941,PROCESSING,URGENT,نجاره,نجاره,user1338,Tarek Said,,user490,Hassan Tawfik,01041080809,59 Ave,26.001884,26.533819,43.53,2026-05-06 11:18:24,2026-05-06 11:20:58,,
8942,COMPLETED,NORMAL,سباكه,سباكه,user2281,Hoda Hamdy,01041091106,user4261,Ali Ibrahim,01013875107,73 Rd,29.065642,33.767578,19.16,2025-05-24 21:45:36,2025-05-25 01:38:52,2025-05-25 23:07:34,
8943,COMPLETED,URGENT,نظافه,نظافه,user1870,Hassan Ibrahim,01046879169,user1340,Mahmoud Shaker,01025119992,,31.0269,25.650035,32.48,2025-06-11 18:05:41,,,
8944,CANCELLED,URGENT,تكييف,تكييف,user3151,Heba Shaker,01038748039,user641,Ayman Ali,01032306580,45 St,25.139865,27.600701,140.04,2024-12-18 01:17:18,2024-12-18 03:39:54,,2024-12-18 03:45:53
8945,CANCELLED,HIGH,سباكه,سباكه,user1174,Ashraf Adel,01048279828,user4854,Ramy Tawfik,01040589003,,25.899319,30.557222,125.92,2026-05-12 09:59:59,2026-05-12 19:11:14,,2026-05-12 15:40:32
8946,CANCELLED,HIGH,نجاره,نجاره,user3454,Noha Adel,01078075420,user3121,Ali Ali,01070247394,137 Ave,30.039673,27.60004,112.71,2025-10-27 18:49:25,2025-10-27 21:27:53,,2025-10-27 20:30:58
8947,COMPLETED,HIGH,حدائق,حدائق,user69,Sherif Tawfik,01036733470,user2175,Hassan Hussein,,33 St,24.461468,25.159872,118.86,2025-09-26 12:20:02,2025-09-26 23:51:05,2025-09-27 02:00:36,
8948,COMPLETED,NORMAL,تكييف,تكييف,user3324,Heba Samy,01057231543,user1942,Mahmoud Said,01020843930,,30.623253,32.55077,85.69,2025-08-26 03:33:50,2025-08-26 09:07:02,2025-08-27 02:54:21,
8949,COMPLETED,NORMAL,كهربا,كهربا,user3299,Nermeen Said,01075889517,user4153,Hany Naguib,01035809109,,29.856125,32.804985,66.26,2024-11-03 04:55:25,2024-11-03 12:36:06,2024-11-03 21:57:05,
8950,COMPLETED,NORMAL,دهان,دهان,user1222,Ahmed Omar,01016814758,user3952,Yasmin Ibrahim,01097912453,166 Rd,24.132468,27.256136,83.9,2026-02-19 10:06:36,2026-02-19 18:27:55,2026-02-20 18:48:09,
8951,PENDING,NORMAL,سباكه,سباكه,user511,Karim Hassan,01060251887,user2783,Ramy Youssef,01095377369,,26.745455,35.062593,46.47,2026-01-06 16:44:20,2026-01-07 04:01:39,,
8952,COMPLETED,URGENT,حدائق,حدائق,user3668,Samar Adel,01057542719,user3239,Dina Adel,01069625575,193 Ave,29.737056,28.158752,133.42,2025-06-17 15:06:18,2025-06-17 15:43:59,2025-06-19 07:09:55,
8953,PROCESSING,NORMAL,حدائق,حدائق,user2344,Omar Fahmy,01038569395,user4100,Ahmed Omar,01029395576,,25.703298,25.623086,28.5,2024-10-10 22:11:42,2024-10-11 01:28:18,,
8954,COMPLETED,HIGH,نظافه,نظافه,user1842,Mahmoud Hussein,01083615758,user4117,Hany Khaled,01064538417,,30.138623,32.870044,134.23,2026-02-01 13:54:18,2026-02-01 15:34:14,2026-02-01 16:35:44,
8955,PROCESSING,NORMAL,حدائق,حدائق,user351,Sherine Hassan,01026972976,user1946,Mona Youssef,01045472873,109 Rd,27.021918,32.109003,96.71,2025-09-22 17:50:32,2025-09-22 17:55:40,,
8956,COMPLETED,NORMAL,كهربا,كهربا,user4827,Samar Fouad,01066653716,user2853,Amany Samy,01091602472,,28.551471,25.578265,27.7,2025-06-03 15:29:11,2025-06-03 15:40:57,2025-06-03 16:27:59,
8957,COMPLETED,NORMAL,نجاره,نجاره,user4932,Nadia Adel,01049540169,user3570,Maha Youssef,01045238137,145 St,30.843316,30.93194,148.13,2025-08-02 20:39:48,2025-08-03 03:20:39,2025-08-04 16:06:31,
8958,COMPLETED,NORMAL,صيانه منزليه,صيانه منزليه,user4861,Heba Shaker,01088782831,user3214,Nadia Hussein,,131 Ave,27.249078,28.962549,76.5,2025-12-20 14:35:47,,,
8959,COMPLETED,NORMAL,كهربا,كهربا,user4575,Aya Gamal,01020852969,user1737,Ayman Hussein,01046493377,58 Rd,31.089571,28.384871,130.53,2025-04-07 05:51:54,,,
8960,PENDING,NORMAL,نقل عفش,نقل عفش,user1352,Nadia Fouad,01064021354,user1103,Nour Fahmy,01079651607,141 St,25.772374,27.046983,68.94,2025-12-03 17:29:31,,,
8961,COMPLETED,NORMAL,سباكه,سباكه,user1304,Nermeen Adel,01039330100,user1946,Mona Youssef,01045472873,,24.363974,32.672006,34.59,2024-10-03 23:56:22,2024-10-04 17:22:09,2024-10-04 20:45:41,
8962,COMPLETED,NORMAL,نقل عفش,نقل عفش,user3284,Tarek Samy,01050760958,user1342,Fatima Youssef,01015715022,94 St,24.200358,32.545475,73.54,2025-03-12 04:25:05,2025-03-12 20:19:09,2025-03-13 07:38:17,
8963,COMPLETED,NORMAL,نظافه,نظافه,user962,Nermeen Khaled,01021176055,user3690,Heba Shaker,01027555113,45 Rd,24.081683,27.739926,136.15,2025-02-11 10:06:29,,,
8964,COMPLETED,URGENT,نقل عفش,نقل عفش,user94,Noha Samy,01032717056,user1839,Tarek Said,01090548980,22 Rd,25.924906,25.191465,26.92,2026-04-08 21:47:23,,,
8965,CANCELLED,HIGH,تكييف,تكييف,user1376,Fatima Fouad,01059978040,user2329,Mohamed Said,01068918324,93 Rd,29.858243,31.300824,114.29,2025-09-17 04:45:52,2025-09-17 09:52:32,,2025-09-17 07:28:45
8966,COMPLETED,NORMAL,دهان,دهان,user114,Noha Hussein,01078674708,user3428,Amany Fahmy,01045642793,86 Rd,28.132173,25.391365,90.96,2025-07-10 06:15:50,2025-07-10 14:52:23,2025-07-10 18:44:55,
8967,COMPLETED,HIGH,نجاره,نجاره,user2293,Hany Nabil,01048317707,user3504,Reem Tawfik,01054049724,43 St,28.200338,29.758322,147.34,2026-02-02 21:57:18,2026-02-03 02:55:07,2026-02-03 10:58:19,
8968,COMPLETED,NORMAL,نجاره,نجاره,user3949,Dina Mostafa,01044311090,user4433,Hoda Omar,,184 Ave,25.261202,28.077424,54.08,2025-11-04 03:32:42,,,
8969,CANCELLED,NORMAL,حدائق,حدائق,user3584,Maha Ibrahim,01068078891,user186,Emad Nabil,01072482955,,29.602581,27.096714,33.3,2025-12-21 23:17:48,2025-12-22 01:53:21,,2025-12-22 08:15:11
8970,COMPLETED,URGENT,نظافه,نظافه,user3379,Marwa Hussein,01081038862,user1741,Ramy Hussein,01043077664,,25.34683,30.307955,82.9,2025-08-23 04:31:51,2025-08-23 10:13:09,2025-08-24 00:19:27,
8971,COMPLETED,NORMAL,نقل عفش,نقل عفش,user2823,Ashraf Mostafa,,user2847,Mahmoud Youssef,01086169677,66 St,28.614046,27.057106,64.06,2026-01-08 21:34:28,2026-01-09 15:19:11,2026-01-09 23:14:30,
8972,COMPLETED,HIGH,تكييف,تكييف,user3017,Karim Hussein,01090038049,user669,Karim Adel,01063787771,110 St,24.902749,35.960739,97.15,2025-05-02 13:51:55,2025-05-02 19:13:15,2025-05-03 09:12:41,
8973,PROCESSING,NORMAL,نجاره,نجاره,user2885,Ayman Naguib,01092127030,user4690,Marwa Mostafa,01027619120,,24.39746,35.861006,70.05,2025-04-24 12:03:45,2025-04-25 03:27:40,,
8974,PENDING,NORMAL,كهربا,كهربا,user2625,Aya Tawfik,01068781243,user1028,Sherif Shaker,01017777252,,26.706584,31.081394,38.45,2024-11-27 19:17:15,2024-11-28 00:57:07,,
8975,COMPLETED,NORMAL,دهان,دهان,user2580,Ibrahim Fouad,01092046710,user4549,Amany Mostafa,01043681727,187 St,25.843496,25.899208,90.47,2024-11-15 03:51:03,2024-11-15 16:33:14,2024-11-15 23:21:02,
8976,COMPLETED,NORMAL,تكييف,تكييف,user3147,Ibrahim Said,01063448243,user4703,Nadia Naguib,01049489280,121 Rd,25.551976,31.010376,123.3,2025-12-13 12:58:52,2025-12-13 23:53:49,2025-12-14 11:20:15,
8977,CANCELLED,URGENT,سباكه,سباكه,user4948,Hoda Rashid,01089349508,user1454,Mostafa Hussein,01033592931,,25.318184,26.233244,66.53,2026-04-23 21:14:33,2026-04-24 05:14:56,,2026-04-24 02:22:58
8978,CANCELLED,URGENT,نقل عفش,نقل عفش,user4879,Mahmoud Khaled,01075679779,user3844,Marwa Ali,01068311745,173 Ave,30.326891,35.356384,73.94,2025-04-11 03:02:37,2025-04-11 20:00:02,,2025-04-11 04:24:27
8979,PENDING,NORMAL,كهربا,كهربا,user4964,Heba Tawfik,01088428644,user3957,Dina Nabil,01050700101,,27.02085,25.060494,137.52,2025-06-17 02:35:11,2025-06-17 12:40:18,,
8980,COMPLETED,HIGH,كمبيوتر,كمبيوتر,user1020,Ghada Said,01081183035,user3978,Samar Khaled,01030620317,112 Rd,24.9426,26.217468,97.51,2025-08-02 18:51:33,2025-08-02 22:37:08,2025-08-03 01:59:03,
8981,COMPLETED,NORMAL,نظافه,نظافه,user302,Mohamed Fouad,01026912191,user2562,Sara Gamal,01089809367,6 Rd,24.207706,35.42022,28.14,2025-01-13 18:37:52,2025-01-14 06:17:52,2025-01-14 06:31:32,
8982,PROCESSING,URGENT,كمبيوتر,كمبيوتر,user2704,Reem Samy,01028033466,user2265,Emad Hamdy,01019505341,,28.732536,35.20928,129.15,2025-09-29 14:40:05,2025-09-30 04:57:19,,
8983,COMPLETED,HIGH,كمبيوتر,كمبيوتر,user4387,Mona Fouad,01073566438,user2213,Hussein Khaled,01080019765,163 Rd,24.925813,32.295851,38.46,2026-02-06 10:28:54,,,
8984,PENDING,NORMAL,نقل عفش,نقل عفش,user3924,Emad Hamdy,01062868860,user4545,Nermeen Said,01095792703,180 Rd,30.742548,35.783547,129.43,2026-01-23 09:31:09,2026-01-23 15:23:27,,
8985,COMPLETED,NORMAL,كمبيوتر,كمبيوتر,user873,Sameh Fahmy,01031398059,user2371,Nadia Nabil,01094060492,,28.4195,34.577762,73.7,2025-09-04 02:14:29,2025-09-04 03:28:00,2025-09-04 22:06:50,
8986,PROCESSING,NORMAL,نظافه,نظافه,user1646,Ali Omar,01081627632,user3925,Mahmoud Gamal,01020259709,,28.105116,33.558601,48.38,2024-10-22 16:39:21,2024-10-23 10:05:43,,
8987,PENDING,NORMAL,دهان,دهان,user245,Omar Youssef,01068436893,user2816,Ghada Tawfik,01016895902,164 Rd,30.180554,27.44283,133.53,2024-11-19 10:37:16,2024-11-20 02:03:55,,
8988,CANCELLED,NORMAL,صيانه منزليه,صيانه منزليه,user82,Maged Omar,01024161873,user4470,Hoda Ali,01032905363,,27.266901,34.450901,57.11,2024-12-23 17:22:19,2024-12-24 09:15:38,,2024-12-23 17:22:28
8989,COMPLETED,URGENT,نجاره,نجاره,user1463,Hassan Hussein,01043927264,user2409,Youssef Hassan,01078178370,,25.983826,26.487363,49.32,2026-03-08 10:10:06,2026-03-09 01:36:10,2026-03-09 02:30:51,
8990,COMPLETED,HIGH,كمبيوتر,كمبيوتر,user2706,Waleed Hamdy,01014657496,user4792,Amany Omar,01073797115,,25.622977,25.654838,101.99,2024-12-01 02:05:45,,,
8991,PROCESSING,URGENT,حدائق,حدائق,user620,Dina Hamdy,01078832771,user3005,Fatima Adel,01099276880,79 Rd,24.288675,30.643843,130.77,2025-03-13 02:00:07,2025-03-13 06:57:54,,
8992,PENDING,URGENT,دهان,دهان,user3501,Sara Gamal,01043293999,user3730,Heba Samy,01020250078,,26.405267,34.848891,43.91,2025-09-05 22:27:01,,,
8993,COMPLETED,URGENT,سباكه,سباكه,user3547,Nermeen Gamal,01095683609,user1392,Reem Shaker,01059786086,113 Ave,31.066113,33.644233,49.7,2026-01-03 06:43:04,2026-01-03 12:08:10,2026-01-03 12:50:53,
8994,COMPLETED,NORMAL,نظافه,نظافه,user1032,Ali Youssef,01015658420,user3060,Sara Gamal,01036908178,25 Rd,27.706047,33.692152,102.73,2026-03-21 14:42:58,2026-03-21 15:53:11,2026-03-21 20:20:56,
8995,PENDING,HIGH,صيانه منزليه,صيانه منزليه,user1697,Ghada Adel,01028730063,user2669,Sherif Ali,01019088182,78 St,30.753699,26.254131,129.7,2024-10-10 08:54:50,2024-10-10 23:06:19,,
8996,COMPLETED,URGENT,نقل عفش,نقل عفش,user4738,Mostafa Rashid,01059036101,user2047,Youssef Ali,01063001598,161 St,29.338611,33.50903,105.13,2026-01-02 13:37:13,2026-01-03 01:03:17,2026-01-03 03:52:27,
8997,PROCESSING,NORMAL,نظافه,نظافه,user681,Fatima Hassan,01059271881,user395,Ayman Hussein,01063373950,128 St,31.377302,35.768083,43.95,2025-09-18 07:40:27,,,
8998,CANCELLED,URGENT,صيانه منزليه,صيانه منزليه,user1923,Tarek Hussein,01018931190,user3617,Tarek Nabil,01022201828,23 St,25.891331,33.632229,112.02,2026-03-18 15:15:27,2026-03-18 21:03:31,,2026-03-18 22:57:17
8999,COMPLETED,URGENT,نجاره,نجاره,user1828,Hassan Hussein,01042732649,user4074,Hoda Ibrahim,01095852611,,30.106779,31.306295,71.31,2025-07-06 16:12:14,,,
9000,PENDING,NORMAL,كمبيوتر,كمبيوتر,user3766,Ali Naguib,01060968846,user1970,Hoda Said,,10 Ave,29.885951,35.322184,102.62,2024-10-18 14:29:44,2024-10-18 14:40:58,,
9001,COMPLETED,NORMAL,سباكه,سباكه,user117,Maha Adel,01010882216,user884,Aya Hassan,01079355175,,31.348049,35.312414,59.4,2025-03-09 17:26:14,,,
9002,COMPLETED,URGENT,حدائق,حدائق,user2302,Noha Ali,01097045335,user4545,Nermeen Said,01095792703,,29.919835,34.484317,148.06,2025-01-08 02:36:51,2025-01-08 13:07:14,2025-01-08 22:19:45,
9003,COMPLETED,NORMAL,صيانه منزليه,صيانه منزليه,user2239,Ramy Samy,01097080212,user660,Nadia Fahmy,01021555506,131 St,31.303029,27.065202,106.54,2025-02-25 23:04:04,2025-02-26 10:33:42,2025-02-26 14:01:44,
9004,CANCELLED,NORMAL,دهان,دهان,user4704,Dina Hassan,01036763899,user2343,Ibrahim Ali,01018970696,198 Rd,26.420823,28.010531,27.55,2025-07-22 04:49:20,2025-07-22 10:14:10,,2025-07-22 13:32:30
9005,CANCELLED,NORMAL,تكييف,تكييف,user2906,Rania Fahmy,01011217566,user120,Mona Hussein,01060860378,,27.76027,27.842481,95.28,2025-12-03 05:27:18,2025-12-03 16:39:31,,2025-12-03 07:36:20
9006,COMPLETED,NORMAL,كهربا,كهربا,user229,Nadia Ibrahim,01047382097,user48,Mostafa Khaled,01011129926,87 Ave,25.543125,30.559943,55.93,2026-02-11 12:25:38,2026-02-12 07:25:48,2026-02-12 16:29:46,
9007,PROCESSING,NORMAL,سباكه,سباكه,user4771,Nermeen Hamdy,01087576969,user3422,Sherine Ali,01017124542,57 Ave,28.294808,27.628678,108.09,2026-02-23 23:22:00,,,
9008,CANCELLED,HIGH,كهربا,كهربا,user3544,Khaled Mostafa,01064681948,user3967,Hoda Omar,01016349767,,24.476495,26.883052,56.33,2026-05-11 01:47:35,,,2026-05-11 07:01:49
9009,COMPLETED,URGENT,صيانه منزليه,صيانه منزليه,user4194,Rania Adel,01030506706,user1223,Maha Samy,01015882210,149 Ave,30.55116,28.726986,107.9,2025-11-23 12:46:17,2025-11-24 04:03:26,2025-11-25 12:58:53,
9010,PENDING,NORMAL,صيانه منزليه,صيانه منزليه,user1432,Nour Adel,01050279806,user4751,Hassan Tawfik,01014990530,,29.662245,30.517561,49.33,2025-06-11 17:54:57,2025-06-12 09:05:15,,
9011,COMPLETED,NORMAL,حدائق,حدائق,user2345,Ashraf Hassan,01072427793,user3866,Ibrahim Rashid,01079931075,,26.128065,30.451004,79.19,2024-10-23 18:17:31,2024-10-23 18:41:50,2024-10-24 01:35:43,
9012,PENDING,NORMAL,نظافه,نظافه,user4593,Ayman Adel,01078354266,user3192,Aya Said,01087851575,174 Rd,24.847931,32.257215,41.01,2024-12-23 07:20:28,2024-12-23 11:29:58,,
9013,COMPLETED,HIGH,حدائق,حدائق,user521,Ahmed Fahmy,01026989313,user3385,Youssef Omar,01076350662,29 Rd,30.129391,28.809313,140.63,2025-10-12 09:28:04,2025-10-12 23:04:10,2025-10-13 03:46:11,
9014,COMPLETED,HIGH,كمبيوتر,كمبيوتر,user4780,Amany Ali,01033077059,user3811,Reem Fouad,01047934504,,30.335116,33.621706,37.24,2026-02-10 10:24:12,2026-02-10 16:27:08,2026-02-11 12:38:57,
9015,CANCELLED,NORMAL,دهان,دهان,user1376,Fatima Fouad,01059978040,user1166,Waleed Omar,01048814484,98 Rd,27.960406,32.022926,82.97,2025-09-05 08:44:58,2025-09-05 18:38:11,,2025-09-05 09:13:47
9016,PENDING,NORMAL,كمبيوتر,كمبيوتر,user123,Samar Omar,01048988647,user2975,Laila Fahmy,01067919059,,24.916722,28.981485,25.1,2025-12-09 19:17:00,2025-12-09 21:17:23,,
9017,COMPLETED,HIGH,تكييف,تكييف,user1301,Ghada Adel,01045128164,user4577,Ramy Fahmy,01022700770,,29.223701,32.439438,140.34,2025-06-03 14:35:37,2025-06-03 22:31:01,2025-06-04 02:17:19,
9018,COMPLETED,NORMAL,نجاره,نجاره,user1101,Ahmed Nabil,01087525357,user1893,Hany Ibrahim,01036439128,26 Rd,29.179057,30.275819,78.27,2025-09-30 17:43:48,,,
9019,COMPLETED,NORMAL,نظافه,نظافه,user815,Tarek Fouad,01079457789,user1363,Rania Rashid,01081567304,135 Rd,28.591321,34.385046,92.05,2025-08-21 16:30:39,2025-08-21 17:40:42,2025-08-22 16:40:54,
9020,COMPLETED,HIGH,كمبيوتر,كمبيوتر,user3079,Mahmoud Gamal,01077254510,user2639,Amany Adel,01092351218,,24.716314,31.175954,130.37,2025-10-04 18:37:00,2025-10-05 01:08:42,2025-10-05 04:00:59,
9021,COMPLETED,NORMAL,نجاره,نجاره,user1975,Sherif Tawfik,01038874552,user3004,Maha Gamal,01042808354,157 St,25.729531,34.612168,97.37,2024-10-01 00:33:03,2024-10-01 08:53:29,2024-10-02 19:06:47,
9022,PENDING,NORMAL,كمبيوتر,كمبيوتر,user1807,Ali Mostafa,01022560324,user3483,Sameh Khaled,01010978598,60 Ave,28.161505,26.19475,36.06,2026-03-18 21:25:11,,,
